ID,Age,Power,Value_vehicle,Premium,N_claims_history,R_Claims_history,Seniority,Channel_label,Risk_label,total_claim_cost_by_type,n_claim_records,dominant_claim_type,segment
39124,48,110.0,1171373.0,47449.0,1,0,3,Broker,Binek araç,0.0,0.0,,1
39125,48,70.0,12620.0,44436.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39126,48,115.0,23053.0,32769.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
39127,50,110.0,20410.0,41665.0,1,74,2,Broker,Binek araç,423002.0,1.0,all risks,1
39128,47,75.0,127054.0,27747.0,0,0,9,Acente,Binek araç,0.0,0.0,,1
39129,52,105.0,1800923.0,43547.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39130,49,68.0,9550.0,28013.0,1,18,1,Broker,Binek araç,0.0,0.0,,1
39131,48,70.0,13670.0,39658.5,1,33,4,Broker,Binek araç,0.0,0.0,,1
39132,50,71.0,14890.0,27452.67,1,31,4,Broker,Van,0.0,0.0,,1
39133,47,60.0,832402.0,23802.5,3,0,2,Acente,Binek araç,0.0,0.0,,1
39134,47,123.0,22400.0,33193.0,1,66,2,Broker,Binek araç,0.0,0.0,,1
39135,48,75.0,1593884.0,20154.5,5,163,4,Acente,Binek araç,10179.0,2.0,broken windows,2
39136,47,110.0,20820.0,33657.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39137,48,105.0,22600.0,9435.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
39138,48,14.0,2139.0,10768.5,0,0,2,Broker,Motorsiklet,0.0,0.0,,1
39139,53,120.0,20485.0,42164.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39140,45,90.0,1446438.0,25838.5,2,1,3,Acente,Binek araç,0.0,0.0,,1
39141,48,110.0,18631.0,19110.67,1,3,4,Acente,Binek araç,148597.0,1.0,complaint,1
39142,49,60.0,11550.0,23606.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
39143,46,105.0,1800923.0,25776.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
39144,48,75.0,24560.0,41046.0,2,1,2,Acente,Binek araç,0.0,0.0,,1
39145,25,85.0,18020.0,36829.5,3,15,3,Broker,Binek araç,0.0,0.0,,1
39146,47,130.0,2753959.0,46126.5,0,0,2,Broker,Van,0.0,0.0,,1
39147,48,12.0,2699.0,13122.5,0,0,2,Broker,Motorsiklet,0.0,0.0,,1
39148,50,100.0,1291575.0,35741.0,3,15,3,Acente,Binek araç,9336.0,1.0,travel assistance,1
39149,71,211.0,47840.0,56049.33,1,28,4,Acente,Binek araç,0.0,0.0,,1
39150,69,61.0,12699.0,15757.33,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
39151,68,110.0,2700347.0,29744.5,1,51,3,Broker,Binek araç,34232.0,1.0,complaint,1
39152,40,60.0,12570.0,28887.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39153,56,90.0,17590.0,28278.33,5,55,10,Acente,Binek araç,39816.0,1.0,broken windows,0
39154,38,105.0,22400.0,39063.0,2,5,5,Broker,Binek araç,0.0,0.0,,1
39155,37,150.0,3730007.0,23373.5,1,62,2,Acente,Binek araç,0.0,0.0,,1
39156,36,140.0,29610.0,74798.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39157,36,140.0,22650.0,58577.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39158,73,75.0,16230.0,42587.67,2,32,7,Acente,Binek araç,0.0,0.0,,1
39159,70,130.0,24700.0,28133.33,4,0,3,Acente,Binek araç,0.0,0.0,,1
39160,63,90.0,17385.0,32960.0,5,143,4,Acente,Binek araç,0.0,0.0,,2
39161,35,71.0,13529.0,13525.25,0,0,15,Acente,Van,0.0,0.0,,1
39162,27,12.0,2669.0,16036.0,0,0,2,Broker,Motorsiklet,0.0,0.0,,1
39163,28,136.0,2845191.0,40325.0,3,3,2,Broker,Binek araç,42396.0,3.0,travel assistance,1
39164,48,95.0,19024.0,31816.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
39165,53,115.0,2398279.0,3519.0,2,114,4,Broker,Binek araç,6807.0,1.0,broken windows,1
39166,34,121.0,18095.0,25372.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
39167,34,121.0,14370.0,23346.0,0,0,3,Broker,Van,0.0,0.0,,1
39168,28,100.0,20670.0,42790.33,15,139,13,Acente,Binek araç,0.0,0.0,,0
39169,27,60.0,930126.0,16474.67,0,0,3,Acente,Binek araç,0.0,0.0,,1
39170,55,110.0,20960.0,26905.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39171,26,14.0,3200.0,23201.0,0,0,1,Acente,Motorsiklet,0.0,0.0,,1
39172,26,95.0,20700.0,29439.0,1,19,7,Acente,Binek araç,0.0,0.0,,1
39173,26,85.0,16995.0,44037.67,1,12,9,Acente,Binek araç,0.0,0.0,,1
39174,26,110.0,19100.0,31838.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39175,25,90.0,15930.0,59484.0,1,94,2,Acente,Binek araç,0.0,0.0,,1
39176,21,4.0,1802.0,29231.0,1,5,3,Acente,Motorsiklet,0.0,0.0,,1
39177,54,130.0,39050.0,54740.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
39178,39,102.0,18419.0,31592.0,1,5,3,Broker,Binek araç,0.0,0.0,,1
39179,23,60.0,941185.0,34417.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39180,70,75.0,1624416.0,2131.0,0,0,6,Acente,Van,0.0,0.0,,1
39181,55,65.0,342708.0,25003.33,10,137,9,Acente,Binek araç,0.0,0.0,,2
39182,56,65.0,18541.0,13366.5,10,92,9,Acente,Binek araç,0.0,0.0,,0
39183,71,11.0,180244.0,4110.33,0,0,4,Acente,Motorsiklet,0.0,0.0,,1
39184,73,90.0,22133.0,24171.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39185,26,110.0,20150.0,42137.67,3,128,3,Broker,Binek araç,0.0,0.0,,2
39186,71,70.0,13693.0,31439.5,14,7,17,Broker,Van,0.0,0.0,,0
39187,72,116.0,2349628.0,34505.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39188,74,92.0,2130001.0,26807.67,1,5,3,Acente,Binek araç,0.0,0.0,,1
39189,72,86.0,1200822.0,20051.67,6,84,3,Acente,Binek araç,160841.0,2.0,negligence,1
39190,72,90.0,2428089.0,42654.0,0,0,8,Acente,Binek araç,0.0,0.0,,1
39191,70,5.0,1307.0,10951.0,0,0,1,Acente,Motorsiklet,0.0,0.0,,1
39192,71,68.0,25520.0,9164.0,1,1,11,Acente,Tarım aracı,0.0,0.0,,1
39193,70,115.0,3023091.0,27533.33,0,0,3,Broker,Binek araç,0.0,0.0,,1
39194,67,85.0,10250.0,33681.0,3,2,17,Broker,Binek araç,0.0,0.0,,0
39195,69,63.0,15730.0,16471.67,2,22,11,Broker,Van,0.0,0.0,,1
39196,67,70.0,12620.0,21992.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39197,69,116.0,18700.0,24543.0,5,42,13,Broker,Binek araç,0.0,0.0,,0
39198,57,90.0,17190.0,37709.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
39199,70,68.0,15340.0,25817.0,8,38,12,Acente,Binek araç,11823.0,2.0,negligence,0
39200,70,68.0,14563.0,28357.0,7,92,8,Acente,Van,0.0,0.0,,0
39201,69,100.0,2323954.0,50390.33,1,18,6,Acente,Binek araç,0.0,0.0,,1
39202,66,90.0,21200.0,30148.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39203,67,9.0,3190.0,2904.33,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
39204,67,75.0,11355.0,27985.0,14,0,1,Acente,Binek araç,0.0,0.0,,0
39205,72,37.0,25400.0,12203.33,0,0,11,Acente,Tarım aracı,0.0,0.0,,1
39206,70,60.0,1305999.0,16144.67,2,17,12,Acente,Binek araç,0.0,0.0,,1
39207,70,60.0,76629.0,20863.33,2,0,12,Acente,Binek araç,0.0,0.0,,1
39208,66,135.0,2079012.0,42956.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
39209,67,100.0,1361292.0,10342.0,1,1,2,Broker,Van,19122.0,1.0,broken windows,1
39210,32,70.0,14150.0,27787.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39211,38,105.0,26850.0,17750.33,4,23,13,Acente,Binek araç,0.0,0.0,,0
39212,67,85.0,11200.0,12780.5,4,1,6,Acente,Binek araç,0.0,0.0,,1
39213,68,85.0,22185.0,31901.5,4,0,6,Acente,Binek araç,0.0,0.0,,1
39214,70,90.0,18676.0,15655.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
39215,66,109.0,25630.0,22701.0,0,0,5,Acente,Van,0.0,0.0,,1
39216,65,71.0,1425871.0,30804.0,2,22,10,Acente,Van,0.0,0.0,,1
39217,67,100.0,18795.0,13920.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39218,67,100.0,21910.0,25911.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39219,68,100.0,2962765.0,41442.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39220,58,11.0,5500.0,4135.0,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
39221,76,15.0,3020.0,4452.0,0,0,6,Acente,Motorsiklet,0.0,0.0,,1
39222,75,15.0,180244.0,6728.5,0,0,6,Acente,Motorsiklet,0.0,0.0,,1
39223,76,15.0,5050.0,4342.0,0,0,6,Acente,Motorsiklet,0.0,0.0,,1
39224,66,115.0,26300.0,37401.33,1,34,3,Acente,Binek araç,8435.0,1.0,travel assistance,1
39225,69,75.0,12655.0,22522.33,7,32,13,Acente,Binek araç,0.0,0.0,,0
39226,67,110.0,22200.0,34768.0,1,1,2,Broker,Binek araç,0.0,0.0,,1
39227,66,6.0,147188.0,12336.67,10,0,3,Broker,Motorsiklet,0.0,0.0,,1
39228,70,115.0,2360175.0,33790.33,3,25,13,Acente,Binek araç,10341.0,1.0,travel assistance,0
39229,67,0.0,3425.0,10835.0,3,0,2,Acente,Motorsiklet,0.0,0.0,,1
39230,37,68.0,1226065.0,29560.0,5,29,18,Acente,Binek araç,0.0,0.0,,0
39231,66,60.0,1004245.0,20595.67,3,0,13,Broker,Binek araç,0.0,0.0,,0
39232,66,55.0,11390.0,23014.0,14,149,8,Acente,Van,0.0,0.0,,2
39233,66,86.0,20531.0,37256.0,9,66,14,Acente,Van,0.0,0.0,,0
39234,68,130.0,34050.0,21051.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39235,68,130.0,21850.0,31237.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39236,62,90.0,18700.0,34403.0,0,0,2,Acente,Van,0.0,0.0,,1
39237,61,75.0,9230.0,24139.0,4,0,12,Acente,Binek araç,0.0,0.0,,0
39238,64,100.0,23340.0,33671.0,5,32,19,Acente,Binek araç,86.0,1.0,travel assistance,0
39239,63,143.0,20500.0,70241.0,3,15,3,Broker,Binek araç,0.0,0.0,,1
39240,65,92.0,2339886.0,11782.33,0,0,4,Broker,Binek araç,0.0,0.0,,1
39241,64,71.0,13924.0,23019.0,0,0,1,Acente,Van,0.0,0.0,,1
39242,65,120.0,19940.0,35573.67,0,0,6,Acente,Binek araç,0.0,0.0,,1
39243,64,140.0,20300.0,24112.0,7,0,12,Acente,Binek araç,0.0,0.0,,0
39244,63,85.0,12770.0,21892.0,9,5,3,Acente,Binek araç,0.0,0.0,,1
39245,64,68.0,121705.0,8668.33,0,0,18,Acente,Binek araç,0.0,0.0,,0
39246,64,11.0,1900.0,7301.33,2,23,5,Acente,Motorsiklet,0.0,0.0,,1
39247,62,71.0,15201.0,26342.5,1,0,3,Broker,Van,0.0,0.0,,1
39248,62,71.0,15201.0,19187.0,1,115,3,Broker,Van,5195.0,1.0,travel assistance,1
39249,65,100.0,15760.0,21427.0,1,5,19,Acente,Binek araç,0.0,0.0,,0
39250,62,109.0,20100.0,19699.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39251,62,76.0,1651581.0,27660.0,1,1,2,Broker,Van,34857.0,1.0,broken windows,1
39252,63,21.0,3575.0,4452.0,0,0,7,Acente,Motorsiklet,0.0,0.0,,1
39253,65,140.0,26200.0,26908.0,0,0,3,Acente,Binek araç,0.0,0.0,,1
39254,28,90.0,22750.0,43537.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39255,64,65.0,12550.0,29417.0,5,52,10,Acente,Van,0.0,0.0,,0
39256,63,65.0,12660.0,20697.0,5,0,10,Acente,Binek araç,0.0,0.0,,0
39257,63,75.0,12905.0,24474.0,1,7,16,Acente,Binek araç,0.0,0.0,,0
39258,58,70.0,16890.0,23492.0,1,1,2,Acente,Binek araç,0.0,0.0,,1
39259,62,75.0,19530.0,16610.33,0,0,5,Broker,Van,0.0,0.0,,1
39260,63,112.0,25100.0,25321.67,1,22,5,Broker,Binek araç,0.0,0.0,,1
39261,64,97.0,228024.0,2488.33,0,0,15,Acente,Binek araç,0.0,0.0,,1
39262,62,120.0,20250.0,28584.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39263,64,90.0,1886303.0,16860.0,2,27,4,Acente,Binek araç,0.0,0.0,,1
39264,60,150.0,19580.0,35291.0,2,0,5,Acente,Binek araç,0.0,0.0,,1
39265,62,142.0,22590.0,33480.0,0,0,12,Acente,Binek araç,0.0,0.0,,1
39266,29,120.0,93211.0,24272.0,10,1,12,Broker,Motorsiklet,0.0,0.0,,0
39267,61,136.0,24100.0,37721.0,6,43,14,Broker,Binek araç,0.0,0.0,,0
39268,58,125.0,2545286.0,23217.0,4,44,10,Acente,Binek araç,0.0,0.0,,1
39269,63,136.0,2894001.0,26333.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
39270,59,109.0,252068.0,27604.0,2,118,1,Acente,Van,7417.0,1.0,travel assistance,1
39271,61,109.0,20410.0,2147.0,2,0,1,Acente,Binek araç,0.0,0.0,,1
39272,33,110.0,2070968.0,37949.33,1,44,3,Acente,Binek araç,0.0,0.0,,1
39273,61,5.0,1559.0,9722.0,0,0,2,Acente,Motorsiklet,0.0,0.0,,1
39274,62,120.0,2492994.0,28864.0,3,0,6,Acente,Binek araç,0.0,0.0,,1
39275,60,71.0,1124932.0,37307.0,2,22,10,Acente,Binek araç,0.0,0.0,,1
39276,60,90.0,1610589.0,21421.25,2,2,17,Acente,Binek araç,0.0,0.0,,0
39277,33,105.0,27640.0,53474.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
39278,34,105.0,1592081.0,24916.5,0,0,4,Acente,Binek araç,0.0,0.0,,1
39279,34,105.0,22700.0,27697.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
39280,57,55.0,904523.0,18377.0,1,1,2,Acente,Van,0.0,0.0,,1
39281,61,144.0,25175.0,19169.67,3,22,6,Broker,Binek araç,0.0,0.0,,1
39282,30,75.0,11530.0,31606.67,1,16,7,Broker,Binek araç,0.0,0.0,,1
39283,60,115.0,19670.0,32683.0,7,112,5,Broker,Binek araç,0.0,0.0,,2
39284,60,100.0,21136.0,29081.0,0,0,1,Broker,Van,0.0,0.0,,1
39285,24,82.0,16940.0,23148.0,1,0,3,Broker,Binek araç,0.0,0.0,,1
39286,60,0.0,180244.0,8348.0,6,0,7,Acente,Motorsiklet,0.0,0.0,,1
39287,59,95.0,18790.0,39476.67,1,6,17,Acente,Van,0.0,0.0,,0
39288,58,109.0,20860.0,35743.0,2,18,11,Acente,Binek araç,0.0,0.0,,1
39289,57,110.0,1884173.0,31314.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39290,58,37.0,25400.0,8761.5,0,0,9,Broker,Tarım aracı,0.0,0.0,,1
39291,59,9.0,180244.0,4103.5,0,0,2,Acente,Motorsiklet,0.0,0.0,,1
39292,59,9.0,3500.0,2220.0,0,0,2,Acente,Motorsiklet,0.0,0.0,,1
39293,57,55.0,714002.0,27161.0,1,9,12,Broker,Binek araç,0.0,0.0,,1
39294,58,90.0,16140.0,25247.33,3,0,20,Broker,Binek araç,0.0,0.0,,0
39295,59,110.0,2180767.0,40143.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39296,58,103.0,15050.0,15305.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39297,59,90.0,215259.0,28528.33,0,0,3,Acente,Van,0.0,0.0,,1
39298,57,140.0,29400.0,30594.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39299,57,105.0,30175.0,22762.0,5,0,12,Acente,Binek araç,0.0,0.0,,0
39300,57,80.0,16750.0,18048.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39301,55,80.0,12660.0,29642.0,1,5,5,Acente,Binek araç,0.0,0.0,,1
39302,57,80.0,16595.0,24100.67,1,0,5,Acente,Binek araç,0.0,0.0,,1
39303,57,71.0,1287368.0,16042.33,0,0,6,Broker,Van,0.0,0.0,,1
39304,56,71.0,16550.0,24700.67,0,0,6,Broker,Binek araç,0.0,0.0,,1
39305,58,110.0,1711301.0,19093.0,3,0,5,Broker,Binek araç,0.0,0.0,,1
39306,55,130.0,20950.0,38675.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39307,59,140.0,2881853.0,15845.67,0,0,4,Acente,Binek araç,0.0,0.0,,1
39308,60,125.0,3051338.0,33433.0,14,14,12,Acente,Binek araç,0.0,0.0,,0
39309,59,125.0,14067.0,23683.67,14,0,12,Acente,Binek araç,0.0,0.0,,0
39310,58,64.0,12786.0,29553.33,0,0,5,Broker,Binek araç,0.0,0.0,,1
39311,56,70.0,13650.0,28896.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39312,57,90.0,1558889.0,18186.0,0,0,1,Broker,Van,0.0,0.0,,1
39313,45,71.0,15201.0,20912.0,0,0,1,Broker,Van,0.0,0.0,,1
39314,54,8.0,180244.0,4240.5,0,0,5,Acente,Motorsiklet,0.0,0.0,,1
39315,55,170.0,3970511.0,25327.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
39316,54,90.0,20250.0,60503.0,0,0,3,Acente,Binek araç,0.0,0.0,,1
39317,56,90.0,1610001.0,25866.67,1,0,7,Acente,Binek araç,0.0,0.0,,1
39318,56,197.0,5265587.0,18707.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39319,56,95.0,2099234.0,4373.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39320,57,95.0,13250.0,19442.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39321,57,60.0,12320.0,19609.33,1,24,5,Acente,Van,0.0,0.0,,1
39322,55,75.0,1730314.0,9486.33,2,17,12,Acente,Binek araç,0.0,0.0,,1
39323,56,110.0,24880.0,38187.0,1,2,6,Broker,Binek araç,0.0,0.0,,1
39324,44,136.0,33761.0,35274.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39325,54,70.0,12620.0,23386.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
39326,54,109.0,16490.0,28881.67,1,0,11,Broker,Binek araç,0.0,0.0,,1
39327,55,109.0,676139.0,18656.67,1,19,11,Broker,Binek araç,0.0,0.0,,1
39328,54,109.0,12300.0,32849.0,1,0,11,Broker,Binek araç,0.0,0.0,,1
39329,27,80.0,14155.0,24850.5,3,149,10,Broker,Binek araç,0.0,0.0,,2
39330,54,90.0,22850.0,37364.5,0,0,3,Acente,Binek araç,0.0,0.0,,1
39331,52,75.0,11910.0,26045.0,4,29,17,Broker,Binek araç,0.0,0.0,,0
39332,53,150.0,3107759.0,39864.67,1,15,7,Broker,Van,0.0,0.0,,1
39333,53,85.0,27450.0,20306.67,8,78,10,Acente,Binek araç,0.0,0.0,,0
39334,54,122.0,26000.0,32236.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39335,52,9.0,198787.0,2905.33,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
39336,52,9.0,3500.0,4186.33,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
39337,52,9.0,198787.0,4133.0,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
39338,52,105.0,21200.0,24098.67,1,0,7,Acente,Binek araç,0.0,0.0,,1
39339,52,65.0,33000.0,8362.0,0,0,1,Acente,Tarım aracı,0.0,0.0,,1
39340,51,65.0,1201243.0,62593.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
39341,49,119.0,52999.0,7525.0,0,0,17,Broker,Tarım aracı,0.0,0.0,,0
39342,51,65.0,15740.0,27753.5,0,0,2,Acente,Van,0.0,0.0,,1
39343,50,125.0,2730395.0,39593.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39344,48,75.0,14685.0,27272.0,2,199,2,Acente,Binek araç,0.0,0.0,,2
39345,50,136.0,28150.0,22230.33,0,0,6,Acente,Binek araç,0.0,0.0,,1
39346,52,57.0,25680.0,8254.67,0,0,4,Acente,Tarım aracı,0.0,0.0,,1
39347,48,75.0,17370.0,22873.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
39348,50,68.0,948069.0,17583.67,0,0,4,Acente,Binek araç,0.0,0.0,,1
39349,49,115.0,3167546.0,34439.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39350,49,71.0,17168.0,30236.0,1,369,1,Broker,Binek araç,5195.0,1.0,travel assistance,2
39351,45,6.0,2999.0,4058.0,0,0,1,Acente,Motorsiklet,0.0,0.0,,1
39352,48,140.0,35500.0,41933.5,3,0,2,Acente,Binek araç,0.0,0.0,,1
39353,47,65.0,33000.0,3191.0,0,0,2,Acente,Tarım aracı,0.0,0.0,,1
39354,45,84.0,1489695.0,56488.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
39355,51,64.0,1075624.0,23908.67,2,0,22,Broker,Binek araç,0.0,0.0,,0
39356,48,177.0,4337643.0,52909.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
39357,49,100.0,25300.0,34659.0,10,0,12,Acente,Binek araç,0.0,0.0,,0
39358,45,95.0,10925.0,11663.33,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
39359,44,95.0,121945.0,10684.0,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
39360,45,95.0,8695.0,15354.5,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
39361,45,142.0,20800.0,27874.0,2,5,3,Broker,Binek araç,0.0,0.0,,1
39362,46,150.0,419726.0,36594.0,0,0,1,Acente,Van,0.0,0.0,,1
39363,46,150.0,22800.0,26775.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
39364,43,105.0,23170.0,35338.0,3,158,3,Broker,Binek araç,6062.0,1.0,travel assistance,2
39365,49,60.0,910533.0,16113.0,4,2,3,Acente,Binek araç,0.0,0.0,,1
39366,45,80.0,12540.0,22274.0,1,26,4,Acente,Binek araç,23839.0,1.0,complaint,1
39367,46,80.0,12850.0,29182.0,2,199,2,Acente,Binek araç,43733.0,2.0,travel assistance,2
39368,46,90.0,19120.0,72866.0,2,18,13,Acente,Binek araç,0.0,0.0,,0
39369,45,105.0,25600.0,28610.33,2,16,13,Acente,Binek araç,0.0,0.0,,0
39370,42,90.0,19555.0,21578.0,5,5,11,Acente,Binek araç,45741.0,2.0,theft,0
39371,43,85.0,19125.0,26751.5,0,0,5,Broker,Van,0.0,0.0,,1
39372,44,71.0,1705672.0,25310.0,2,5,6,Broker,Binek araç,10390.0,2.0,travel assistance,1
39373,45,71.0,201279.0,14150.5,2,0,6,Broker,Binek araç,0.0,0.0,,1
39374,30,150.0,4287401.0,70246.0,1,1,2,Acente,Binek araç,22322.0,1.0,complaint,1
39375,43,75.0,1147933.0,23808.0,2,44,5,Acente,Binek araç,0.0,0.0,,1
39376,43,75.0,13325.0,16136.0,2,0,5,Acente,Binek araç,0.0,0.0,,1
39377,34,143.0,32810.0,6138.5,0,0,4,Acente,Binek araç,0.0,0.0,,1
39378,38,75.0,14970.0,24434.0,3,1,4,Acente,Binek araç,0.0,0.0,,1
39379,39,71.0,1287368.0,23667.5,11,71,10,Acente,Van,0.0,0.0,,0
39380,38,71.0,19295.0,22784.0,11,1,10,Acente,Binek araç,0.0,0.0,,0
39381,41,71.0,20580.0,24421.0,11,0,10,Acente,Binek araç,0.0,0.0,,0
39382,34,8.0,2699.0,12383.0,0,0,5,Acente,Motorsiklet,0.0,0.0,,1
39383,37,120.0,1859001.0,3109.0,2,2,2,Acente,Binek araç,87301.0,2.0,broken windows,1
39384,41,64.0,1286938.0,31894.33,2,84,3,Acente,Binek araç,0.0,0.0,,1
39385,36,100.0,16250.0,23501.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
39386,33,85.0,18095.0,25576.0,0,0,1,Acente,Van,0.0,0.0,,1
39387,40,68.0,14750.0,37197.25,3,98,5,Acente,Binek araç,0.0,0.0,,1
39388,39,105.0,23570.0,45147.67,0,0,3,Acente,Binek araç,0.0,0.0,,1
39389,30,140.0,29210.0,50003.33,4,0,3,Broker,Binek araç,0.0,0.0,,1
39390,36,116.0,24550.0,28623.33,6,158,4,Broker,Binek araç,0.0,0.0,,2
39391,36,115.0,22930.0,21830.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
39392,35,90.0,1282068.0,28104.5,1,7,16,Acente,Binek araç,0.0,0.0,,0
39393,36,150.0,35290.0,47785.0,5,1,3,Acente,Binek araç,0.0,0.0,,1
39394,37,90.0,19379.0,25351.33,2,15,14,Acente,Binek araç,0.0,0.0,,0
39395,36,140.0,3084252.0,31017.67,2,1,3,Broker,Binek araç,0.0,0.0,,1
39396,26,90.0,17400.0,100740.0,1,0,5,Broker,Binek araç,0.0,0.0,,1
39397,32,165.0,25470.0,5908.0,8,15,3,Acente,Binek araç,0.0,0.0,,1
39398,33,165.0,1354081.0,26448.0,8,5,3,Acente,Binek araç,0.0,0.0,,1
39399,26,90.0,19710.0,41178.0,2,1,3,Acente,Binek araç,0.0,0.0,,1
39400,32,90.0,22100.0,31287.5,4,14,8,Acente,Binek araç,0.0,0.0,,1
39401,32,90.0,1219704.0,26975.0,4,75,8,Acente,Binek araç,0.0,0.0,,1
39402,38,85.0,94419.0,29738.67,7,39,10,Acente,Binek araç,6432.0,1.0,travel assistance,0
39403,34,63.0,1087818.0,14913.67,0,0,9,Acente,Van,0.0,0.0,,1
39404,32,120.0,24850.0,58548.67,0,0,5,Acente,Binek araç,0.0,0.0,,1
39405,29,105.0,20450.0,60269.67,1,13,8,Acente,Binek araç,0.0,0.0,,1
39406,32,204.0,41300.0,126575.5,2,71,3,Broker,Binek araç,0.0,0.0,,1
39407,31,115.0,18060.0,17774.0,2,26,8,Broker,Binek araç,0.0,0.0,,1
39408,33,7.0,2258.0,8668.0,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
39409,30,136.0,1860733.0,45392.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
39410,36,120.0,20550.0,54077.0,4,0,2,Broker,Binek araç,0.0,0.0,,1
39411,33,33.0,3990.0,11835.0,0,0,2,Broker,Motorsiklet,0.0,0.0,,1
39412,32,92.0,17740.0,23003.0,5,25,3,Broker,Binek araç,0.0,0.0,,1
39413,29,126.0,349569.0,38366.0,0,0,1,Broker,Van,0.0,0.0,,1
39414,32,125.0,18160.0,51198.33,4,39,11,Acente,Binek araç,0.0,0.0,,0
39415,28,90.0,1443691.0,37899.5,1,6,2,Acente,Binek araç,0.0,0.0,,1
39416,29,100.0,19900.0,107164.5,12,138,9,Broker,Binek araç,0.0,0.0,,0
39417,29,136.0,22310.0,52646.0,3,0,4,Broker,Binek araç,0.0,0.0,,1
39418,31,136.0,17600.0,31482.0,3,0,4,Broker,Binek araç,0.0,0.0,,1
39419,27,110.0,23350.0,102228.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
39420,29,90.0,1619001.0,27675.0,4,0,8,Acente,Binek araç,0.0,0.0,,1
39421,25,90.0,19379.0,13704.5,1,14,8,Acente,Binek araç,0.0,0.0,,1
